
This file was downloaded on 2022-06-19T16:13:05 UTC from snrcat.physics.umanitoba.ca
SNR_id;source_id;energy_domain;instrument;angular_resolution;source;year
G000.0+00.0;;X;ASCA;extended;?;2001
G000.0+00.0;;gamma_TeV;CANGAROO;detected;?;2004
G000.0+00.0;CXOGC J174545.5-285829;X;Chandra;extended;shell, NS? + tail;2020
G000.0+00.0;EGR J1740-2851, 3EG J1746-2851, GeV J1746-2854;gamma_GeV;EGRET;extended;? (association not confirmed in revised catalogue);2008
G000.0+00.0;1FGL J1745.6-2900c, 2FGL J1745.6-2858, 1FHL J1745.6-2900, 3FGL J1745.6-2859c, 2FHL J1745.7-2900, 3FHL J1745.6-2900;gamma_GeV;Fermi;detected;PWN? shell?;2017
G000.0+00.0;HESS J1745-290;gamma_TeV;HESS;detected;BH? other PWN? shell?;2018
G000.0+00.0;;gamma_TeV;MAGIC;detected;?;2006
G000.0+00.0;;X;NuSTAR;detected;PWN? shock+cloud? magnetic flux tube?;2015
G000.0+00.0;;X;Suzaku;extended;shell;2007
G000.0+00.0;VER J1745-290;gamma_TeV;VERITAS;extended;?;2021
G000.0+00.0;;gamma_TeV;Whipple;detected;BH? or SNR?;2004
G000.0+00.0;;X;XMM;extended;shell;2004
G000.1-00.1;;X;Chandra;extended;PSR ? PWN edge ?;2002
G000.1-00.1;1FGL J1746.4-2849c, 2FGL J1746.6-2851c, 1FHL J1746.3-2851, 3FGL J1746.3-2851c;gamma_GeV;Fermi;detected;PWN;2015
G000.1-00.1;;gamma_TeV;HESS;detected;shell? PWN? other?;2018
G000.1-00.1;VER J1746-289;gamma_TeV;VERITAS;detected;PWN?;2021
G000.1-00.1;;X;XMM;extended;centre of a SNR shell ?;2013
G000.3+00.0;EGR J1740-2851, 3EG J1746-2851;gamma_GeV;EGRET;extended;? (association not confirmed in revised catalogue);2008
G000.3+00.0;;gamma_GeV;Fermi;detected;?;2016
G000.3+00.0;;gamma_TeV;HESS;detected;?;2011
G000.9+00.1;;X;ASCA;detected;?;2002
G000.9+00.1;;X;BeppoSAX;detected;NS?;2000
G000.9+00.1;G000.9+00.1;X;Chandra;extended;PWN;2012
G000.9+00.1;;X;Einstein;detected;PWN? (not included in catalogue);1990
G000.9+00.1;;gamma_GeV;Fermi;(missed);;2016
G000.9+00.1;HESS J1747-281;gamma_TeV;HESS;detected;PWN;2018
G000.9+00.1;;X;NuSTAR;;;2021
G000.9+00.1;VER J1747-281;gamma_TeV;VERITAS;extended;PWN?;2021
G000.9+00.1;;X;XMM;extended;PWN;2012
G001.0-00.1;;X;ASCA;(missed);;2002
G001.0-00.1;;X;BeppoSAX;detected;shell, point source;2001
G001.0-00.1;;gamma_GeV;Fermi;(missed);;2016
G001.0-00.1;;gamma_TeV;HESS;detected;?;2011
G001.0-00.1;;X;Suzaku;detected;(centre of) shell, other shells? stellar cluster;2009
G001.0-00.1;;X;XMM;detected;several point sources;2006
G001.4-00.1;;gamma_GeV;Fermi;(missed);;2016
G001.4-00.1;;gamma_TeV;HESS;detected;?;2011
G001.9+00.3;;X;ASCA;detected;?;2002
G001.9+00.3;G001.9+00.3;X;Chandra;extended;shell, radioactive decay;2014
G001.9+00.3;;gamma_GeV;Fermi;(missed);;2016
G001.9+00.3;;gamma_TeV;HESS;(missed);;2014
G001.9+00.3;;gamma_MeV;INTEGRAL-g;(missed);;2020
G001.9+00.3;;X;NuSTAR;extended;shell;2014
G001.9+00.3;;X;Suzaku;extended;shell;2017
G003.7-00.2;;gamma_GeV;Fermi;(missed);;2016
G003.7-00.2;;gamma_TeV;HESS;(missed);;2018
G003.8+00.3;;gamma_GeV;Fermi;(missed);;2016
G003.8+00.3;;gamma_TeV;HESS;(missed);;2018
G004.2-03.5;;gamma_GeV;Fermi;(missed);;2016
G004.5+06.8;G4.5+6.8;X;ASCA;detected;shell;1999
G004.5+06.8;;gamma_TeV;CANGAROO;(missed);;2008
G004.5+06.8;G004.5+06.8;X;Chandra;extended;shell;2022
G004.5+06.8;;X;Einstein;extended;shell, dust halo;1999
G004.5+06.8;;X;EXOSAT;extended;shell;1989
G004.5+06.8;;gamma_GeV;Fermi;detected;shell?;2021
G004.5+06.8;;X;Ginga;detected;shell;1990
G004.5+06.8;;X;HEAO-1;detected;shell?;1979
G004.5+06.8;;gamma_TeV;HESS;detected;shell?;2022
G004.5+06.8;;gamma_MeV;INTEGRAL-g;(missed);;2020
G004.5+06.8;;X;INTEGRAL-X;(missed);;2005
G004.5+06.8;;X;ROSAT;extended;dust halo, shell;1999
G004.5+06.8;;X;RXTE;detected;shell;2000
G004.5+06.8;;X;Suzaku;extended;shell;2020
G004.5+06.8;;X;XMM;extended;shell;2021
G004.8+06.2;;gamma_GeV;Fermi;(missed);;2016
G005.2-02.6;G5.2-2.6;X;ASCA;extended;?;
G005.2-02.6;;gamma_GeV;Fermi;detected;?;2016
G005.2-02.6;;gamma_TeV;HESS;(missed);;2018
G005.4-01.2;G005.4+01.2;X;Chandra;extended;PSR with tail;2008
G005.4-01.2;2FGL J1802.3-2445c, 3FHL J1801.5-2450;gamma_GeV;Fermi;detected;PSR? (not present in last catalogue), shell?;2017
G005.4-01.2;;gamma_TeV;HESS;(missed);;2018
G005.5+00.3;;gamma_GeV;Fermi;(missed);;2016
G005.5+00.3;;gamma_TeV;HESS;(missed);;2011
G005.7-00.1;;gamma_GeV;Fermi;detected;shock+cloud;2018
G005.7-00.1;HESS J1800-240C;gamma_TeV;HESS;extended;shock+cloud?;2018
G005.7-00.1;;X;XMM;extended;shell;2016
G005.9+03.1;;gamma_GeV;Fermi;(missed);;2016
G005.9+03.1;;gamma_TeV;HESS;(missed);;2018
G005.9+03.1;;X;XMM;extended;shell;2019
G006.1+00.5;;gamma_GeV;Fermi;detected;?;2016
G006.1+00.5;;gamma_TeV;HESS;(missed);;2018
G006.1+01.2;;gamma_GeV;Fermi;(missed);;2016
G006.1+01.2;;gamma_TeV;HESS;(missed);;2011
G006.4+04.0;;gamma_GeV;Fermi;(missed);;2016
G006.4+04.9;2AGL J1743-2051;gamma_GeV;AGILE;detected;PSR?;2019
G006.4+04.9;;X;Chandra;extended;PSR + bow shock PWN;2010
G006.4+04.9;3EG J1741-2050;gamma_GeV;EGRET;(missed);(not in last catalogue);
G006.4+04.9;0FGL J1742.1-2054, 1FGL J1741.8-2101, 2FGL J1741.9-2054, 3FGL J1741.9-2054;gamma_GeV;Fermi;detected;PSR;2016
G006.4+04.9;Swift J174157.8-205412;X;Swift;detected;PSR;2009
G006.4+04.9;;X;XMM;detected;PSR;2014
G006.4-00.1;1AGL J1801-2317, 2AGL J1801-2334;gamma_GeV;AGILE;detected;shock+clouds;2019
G006.4-00.1;G6.6-0.2;X;ASCA;extended;shell (shock+cloud?);2005
G006.4-00.1;;gamma_TeV;CANGAROO;(missed);;2000
G006.4-00.1;G006.4-00.1;X;Chandra;extended;shock (+cloud?);2017
G006.4-00.1;2CG006-00;gamma_GeV;COS-B;detected;shock+cloud?;1985
G006.4-00.1;EGR J1800-2328, 3EG J1800-2338, 2EG J1801-2312, GeV J1800-2328, GRO J1758-23;gamma_GeV;EGRET;detected;clouds? PSR?;2008
G006.4-00.1;;X;Einstein;extended;shell, central object;1990
G006.4-00.1;0FGL J1801.6-2327, 1FGL J1801.3-2322c and J1800.5-2359c, 2FGL J1801.3-2326e, 1FHL J1801.3-2326e, 3FGL J1801.3-2326e, 2FHL J1801.3-2326e and J1801.7-2358, FGES J1800.6-2343, 3FHL J1800.5-2343e and J1801.6-2327;gamma_GeV;Fermi;extended;shell?, clouds;2018
G006.4-00.1;3HWC J1757-240;gamma_TeV;HAWC;extended;shell?;2020
G006.4-00.1;HESS J1801-233 and HESS J1800-240[A/B/C];gamma_TeV;HESS;extended;shell, clouds;2020
G006.4-00.1;;X;ROSAT;extended;shell (shock+cloud?);2017
G006.4-00.1;;X;Suzaku;extended;shell, CR+cloud?;2021
G006.4-00.1;;X;XMM;extended;shell, shock+cloud;2014
G006.5-00.4;EGR J1800-2328;gamma_GeV;EGRET;detected;?;2008
G006.5-00.4;;gamma_GeV;Fermi;(missed);;2016
G006.5-00.4;HESS J1801-233;gamma_TeV;HESS;extended;(probably unrelated);2011
G007.0-00.1;;gamma_GeV;Fermi;(missed);;2016
G007.0-00.1;;gamma_TeV;HESS;(missed);;2011
G007.2+00.2;;gamma_GeV;Fermi;(missed);;2016
G007.2+00.2;;gamma_TeV;HESS;(missed);;2018
G007.5-01.7;1AGLR J1809-2333, 2AGL J1810-2339;gamma_GeV;AGILE;detected;PSR?;2019
G007.5-01.7;;X;ASCA;extended;shell?;2008
G007.5-01.7;G007.5-01.7, CXOU J180950.2-233223;X;Chandra;extended;PSR, PWN;2012
G007.5-01.7;0FGL J1809.5-2331, 1FGL J1809.8-2332, 2FGL J1809.8-2332, 1FHL J1809.8-2329, 3FGL J1809.8-2332;gamma_GeV;Fermi;detected;PSR;2015
G007.5-01.7;;gamma_TeV;HESS;(missed);;2018
G007.5-01.7;;X;ROSAT;extended;shell?;2008
G007.5-01.7;;X;XMM;extended;PWN;2007
G007.7-03.7;G7.7-3.7;X;ASCA;extended;?;
G007.7-03.7;;gamma_GeV;Fermi;(missed);;2017
G007.7-03.7;;gamma_TeV;HESS;(missed);;2018
G007.7-03.7;;X;XMM;extended;shell;2018
G008.3-00.0;;gamma_TeV;CANGAROO;extended;other?;2008
G008.3-00.0;;gamma_GeV;Fermi;detected;?;2016
G008.3-00.0;3HWC J1803-211;gamma_TeV;HAWC;detected;?;2020
G008.3-00.0;HESS J1804-216;gamma_TeV;HESS;detected;shell?;2018
G008.7-00.1;1AGL J1805-2143;gamma_GeV;AGILE;detected;shell? (not in last catalogue);2019
G008.7-00.1;;gamma_TeV;CANGAROO;extended;shell? PWN? other?;2008
G008.7-00.1;CXOU J180351.4-213707, CXOU J180432.4-214009, CXOU J180441.9-214224;X;Chandra;extended;PWN, point sources;2010
G008.7-00.1;0FGL J1805.3-2138, 1FGL J1805.2-2137c and J1806.8-2109c, 2FGL J1805.6-2136e, 1FHL J1805.6-2136e, 3FGL J1805.6-2136e, 2FHL J1805.6-2136e, FGES J1804.8-2144, 3FHL J1804.7-2144e;gamma_GeV;Fermi;extended;shell, shock+cloud?, PWN?;2019
G008.7-00.1;3HWC J1803-211;gamma_TeV;HAWC;detected;?;2020
G008.7-00.1;HESS J1804-216;gamma_TeV;HESS;extended;shell? PWN?;2018
G008.7-00.1;;X;ROSAT;extended;PSR, (part of) shell;1994
G008.7-00.1;Suzaku J1804-2142 and J1804-2140;X;Suzaku;detected;point sources;2007
G008.7-00.1;;X;Swift;detected;?;2007
G008.7-05.0;;gamma_GeV;Fermi;(missed);;2016
G008.9+00.4;;gamma_GeV;Fermi;(missed);;2016
G008.9+00.4;;gamma_TeV;HESS;(missed);;2011
G009.7-00.0;;gamma_GeV;Fermi;extended;shock+cloud? and/or stellar winds?;2016
G009.7-00.0;;gamma_TeV;HESS;(missed);;2011
G009.8+00.6;;gamma_GeV;Fermi;(missed);;2016
G009.8+00.6;;gamma_TeV;HESS;(missed);;2018
G009.9-00.8;;gamma_GeV;Fermi;(missed);;2016
G009.9-00.8;;gamma_TeV;HESS;(missed);;2011
G010.5-00.0;;X;ASCA;detected;?;2001
G010.5-00.0;;gamma_GeV;Fermi;detected;?;2016
G010.5-00.0;;gamma_TeV;HESS;(missed);;2011
G010.9-45.4;;X;ASCA;detected;PSR;2001
G010.9-45.4;;X;Chandra;extended;bow shock PWN;2017
G010.9-45.4;1FGL J2124.7-3358, 2FGL J2124.6-3357, 3FGL J2124.7-3358;gamma_GeV;Fermi;detected;PSR;2015
G010.9-45.4;;X;XMM;extended;PWN;2006
G011.0-00.0;G11.0-0.0;X;ASCA;extended;shell? PWN?;2003
G011.0-00.0;;gamma_GeV;Fermi;extended;shell?;2018
G011.0-00.0;3HWC J1809-190;gamma_TeV;HAWC;detected;?;2020
G011.0-00.0;HESS J1809-193;gamma_TeV;HESS;detected;shell?;2018
G011.1+00.1;;X;Chandra;extended;PSR + PWN;2020
G011.1+00.1;3FGL J1810.1-1910;gamma_GeV;Fermi;extended;shell?;2018
G011.1+00.1;2HWC J1809-190, eHWC J1809-193,3HWC J1809-190;gamma_TeV;HAWC;detected;?;2020
G011.1+00.1;HESS J1809-193;gamma_TeV;HESS;detected;shell? PWN?, marginal contribution from other nearby PSR?;2018
G011.1+00.1;;X;Suzaku;extended;PSR + PWN;2010
G011.1-00.7;;gamma_GeV;Fermi;(missed);;2016
G011.1-00.7;;gamma_TeV;HESS;(missed);;2011
G011.1-01.0;;gamma_GeV;Fermi;(missed);;2016
G011.1-01.0;;gamma_TeV;HESS;(missed);;2018
G011.2-00.3;G11.2-0.3;X;ASCA;extended;PSR + PWN;1999
G011.2-00.3;;X;BeppoSAX;detected;PSR;1999
G011.2-00.3;G011.2-00.3;X;Chandra;extended;shell, PSR + PWN, jets hot spots;2020
G011.2-00.3;;X;Einstein;extended;shell?;1990
G011.2-00.3;3FGL J1811.3-1927c, 3FHL J1811.5-1927;gamma_GeV;Fermi;extended;PSR? shell?;2018
G011.2-00.3;3HWC J1809-190;gamma_TeV;HAWC;detected;?;2020
G011.2-00.3;HESS J1809-193;gamma_TeV;HESS;detected;shell? PWN? marginal contribution from PSR?;2018
G011.2-00.3;;X;INTEGRAL-X;extended;PSR + PWN;2008
G011.2-00.3;;X;NuSTAR;extended;PSR + PWN;2020
G011.2-00.3;;X;ROSAT;extended;shell, binary?;2004
G011.2-00.3;;X;XMM;extended;shell, PSR;2002
G011.4-00.1;;X;Chandra;(missed);;2014
G011.4-00.1;2FGL J1811.1-1905c;gamma_GeV;Fermi;extended;shell? (not associated in last catalogue);2018
G011.4-00.1;;gamma_TeV;HESS;extended;shell?;2018
G011.4-00.1;;X;Suzaku;(missed);;2014
G011.8-00.2;;X;ASCA;detected;?;2001
G011.8-00.2;;gamma_GeV;Fermi;(missed);;2016
G011.8-00.2;;gamma_TeV;HESS;(missed);;2011
G012.0-00.1;;X;ASCA;detected;shell;2008
G012.0-00.1;;gamma_GeV;Fermi;(missed);;2016
G012.0-00.1;;gamma_TeV;HESS;(missed);;2011
G012.0-00.1;;X;Suzaku;detected;shell;2010
G012.2+00.3;;gamma_GeV;Fermi;(missed);;2016
G012.2+00.3;;gamma_TeV;HESS;(missed);;2018
G012.5+00.2;;gamma_GeV;Fermi;detected;?;2016
G012.5+00.2;;gamma_TeV;HESS;(missed);;2011
G012.7-00.0;;gamma_GeV;Fermi;(missed);;2016
G012.7-00.0;HESS J1813-178;gamma_TeV;HESS;detected;shell?;2019
G012.8-00.0;1AGL J1815-1732;gamma_GeV;AGILE;detected;PWN? (not in last catalogue);2019
G012.8-00.0;AX J1813-178, AGPS 273.4-17.8;X;ASCA;detected;PWN? shell?;2005
G012.8-00.0;G012.8-00.0;X;Chandra;extended;PSR + PWN;2022
G012.8-00.0;0FGL J1814.3-1739;gamma_GeV;Fermi;extended;SFR? PWN?? (not associated in last catalogue);2018
G012.8-00.0;2HWC J1814-173, 3HWC J1813-174;gamma_TeV;HAWC;detected;?;2020
G012.8-00.0;HESS J1813-178;gamma_TeV;HESS;detected;shell? PWN?;2018
G012.8-00.0;IGR J18135-1751;X;INTEGRAL-X;extended;PWN?;2005
G012.8-00.0;;gamma_TeV;MAGIC;detected;?;2006
G012.8-00.0;;X;NuSTAR;detected;PSR;2022
G012.8-00.0;;X;Swift;detected;?;2006
G012.8-00.0;;X;XMM;extended;PSR + PWN;2012
G013.3-01.3;3FGL J1817.2-1739;gamma_GeV;Fermi;detected;?;2016
G013.3-01.3;;gamma_TeV;HESS;(missed);;2018
G013.3-01.3;;X;ROSAT;extended;?;1995
G013.5+00.2;;gamma_GeV;Fermi;(missed);;2016
G013.5+00.2;2HWC J1814-173, 3HWC J1813-174;gamma_TeV;HAWC;detected;?;2020
G013.5+00.2;;gamma_TeV;HESS;(missed);;2011
G014.1-00.1;;gamma_GeV;Fermi;(missed);;2016
G014.1-00.1;;gamma_TeV;HESS;(missed);;2018
G014.3+00.1;;gamma_GeV;Fermi;(missed);;2016
G014.3+00.1;;gamma_TeV;HESS;(missed);;2018
G015.1-01.6;;gamma_GeV;Fermi;(missed);;2016
G015.1-01.6;;gamma_TeV;HESS;(missed);;2018
G015.4+00.1;3FGL J1818.7-1528;gamma_GeV;Fermi;detected;?;2016
G015.4+00.1;2HWC J1819-150, 3HWC J1819-150;gamma_TeV;HAWC;detected;?;2020
G015.4+00.1;HESS J1818-154;gamma_TeV;HESS;extended;PWN;2018
G015.4+00.1;;X;XMM;extended;probably PWN, point sources;2014
G015.9+00.2;G015.9+00.2 and CXOU J181852.0-150213;X;Chandra;extended;shell, CCO;2021
G015.9+00.2;;gamma_GeV;Fermi;extended;shell?;2021
G015.9+00.2;2HWC J1819-150, 3HWC J1819-150;gamma_TeV;HAWC;detected;?;2020
G015.9+00.2;;gamma_TeV;HESS;(missed);;2018
G015.9+00.2;;X;XMM;extended;shell;2016
G016.0-00.5;;gamma_GeV;Fermi;(missed);;2016
G016.0-00.5;;gamma_TeV;HESS;(missed);;2018
G016.2-02.7;;gamma_GeV;Fermi;(missed);;2016
G016.2-02.7;;gamma_TeV;HESS;(missed);;2011
G016.4-00.5;;gamma_GeV;Fermi;detected;?;2016
G016.4-00.5;;gamma_TeV;HESS;(missed);;2011
G016.7+00.1;;X;ASCA;detected;?;2001
G016.7+00.1;G016.7+00.1, CXO J182058.16-142001.5;X;Chandra;extended;PWN, PSR?;2017
G016.7+00.1;;gamma_GeV;Fermi;detected;?;2016
G016.7+00.1;;gamma_TeV;HESS;(missed);;2011
G016.7+00.1;;X;XMM;extended;PWN;2003
G017.0-00.0;;gamma_GeV;Fermi;detected;?;2016
G017.0-00.0;HESS J1825-137;gamma_TeV;HESS;detected;?;2011
G017.4-00.1;;gamma_GeV;Fermi;detected;shell??;2016
G017.4-00.1;HESS J1825-137;gamma_TeV;HESS;detected;?;2011
G017.4-02.3;;gamma_GeV;Fermi;(missed);;2016
G017.4-02.3;;gamma_TeV;HESS;(missed);;2011
G017.8-02.6;;gamma_GeV;Fermi;detected;?;2016
G017.8-02.6;;gamma_TeV;HESS;(missed);;2011
G018.0-00.7;1AGL J1827-1227;gamma_GeV;AGILE;detected;PWN? (not in last catalogue);2019
G018.0-00.7;;X;Chandra;extended;extended PWN and compact bow shock?;2008
G018.0-00.7;EGR J1825-1325, 2EG J1825-1307;gamma_GeV;EGRET;detected;PWN?;2008
G018.0-00.7;1FGL J1821.1-1425c and J1825.7-1410c, 2FGL J1826.1-1256 and J1824.5-1351e, 1FHL J1824.5-1351e, 3FGL J1824.5-1351e, 2FHL J1824.5-1350e, FGES J1825.2-1359, 3FHL J1824.5-1351e;gamma_GeV;Fermi;extended;PWN, shell?;2019
G018.0-00.7;1HWC J1825-133, 2HWC J1825-134, eHWC J1825-134, 3HWC J1825-134;gamma_TeV;HAWC;detected;?;2020
G018.0-00.7;HESS J1825-137;gamma_TeV;HESS;extended;PWN;2018
G018.0-00.7;LHAASO J1825-1326;gamma_TeV;LHAASO;extended;PSR?;2021
G018.0-00.7;;X;ROSAT;extended;shell? PWN?;1996
G018.0-00.7;;X;Suzaku;extended;PWN;2010
G018.0-00.7;;X;XMM;extended;asymmetric (crushed?) PWN;2003
G018.1-00.1;;X;ASCA;detected;?;2001
G018.1-00.1;;X;Chandra;detected;point sources;2013
G018.1-00.1;;gamma_GeV;Fermi;detected;?;2016
G018.1-00.1;HESS J1826-130;gamma_TeV;HESS;extended;?;2020
G018.5-00.4;1AGL J1827-1247, 2AGL J1826-1257;gamma_GeV;AGILE;detected;PSR?;2019
G018.5-00.4;AX J1826.1-1257;X;ASCA;detected;?;2001
G018.5-00.4;;X;Chandra;extended;PSR+PWN;2019
G018.5-00.4;3EG J1826-1302, EGR J1825-1325;gamma_GeV;EGRET;extended;?;2008
G018.5-00.4;0FGL J1825.9-1256, 1FGL J1826.1-1256, 2FGL J1826.1-1256, 3FGL J1826.1-1256, 3FHL J1826.1-1256;gamma_GeV;Fermi;detected;PSR;2017
G018.5-00.4;HAWC J1826-128;gamma_TeV;HAWC;extended;PWN?;2022
G018.5-00.4;HESS J1826-130;gamma_TeV;HESS;extended;PWN?;2022
G018.5-00.4;LHAASO J1825-1326;gamma_TeV;LHAASO;extended;PSR?;2021
G018.5-00.4;;X;NuSTAR;extended;(inner) PWN;2022
G018.5-00.4;;X;XMM;extended;PSR+PWN (tail?), point sources;2019
G018.6-00.2;;gamma_GeV;Fermi;(missed);;2016
G018.6-00.2;HESS J1826-130;gamma_TeV;HESS;extended;shell?;2020
G018.8+00.3;GRO J1823-12;gamma_GeV;EGRET;(missed);(not present in subsequent catalogues);1995
G018.8+00.3;;gamma_GeV;Fermi;(missed);;2016
G018.8+00.3;;gamma_TeV;HESS;(missed);;2018
G018.8+00.3;;X;ROSAT;extended;part of shell?;2007
G018.8+00.3;;X;Suzaku;extended;CR+cloud?;2018
G018.9-01.1;G19.0-1.1;X;ASCA;extended;shell, PWN?;2004
G018.9-01.1;G018.9-01.1;X;Chandra;extended;(partial) shell, PSR? + PWN;2010
G018.9-01.1;3FGL J1829.7-1304;gamma_GeV;Fermi;detected;shell??;2016
G018.9-01.1;;gamma_TeV;HESS;(missed);;2018
G018.9-01.1;;X;ROSAT;extended;shell;2017
G019.1+00.2;;gamma_GeV;Fermi;(missed);;2016
G019.1+00.2;;gamma_TeV;HESS;(missed);;2018
G020.0-00.2;CXO J182807.4-113516;X;Chandra;extended;PSR+PWN?;2013
G020.0-00.2;1FGL J1827.9-1128c, 2FGL J1828.3-1124c, 3FGL J1828.4-1121;gamma_GeV;Fermi;detected;shell?;2016
G020.0-00.2;;gamma_TeV;HESS;(missed);;2011
G020.4+00.1;;gamma_GeV;Fermi;(missed);;2016
G020.4+00.1;;gamma_TeV;HESS;(missed);;2018
G021.0-00.4;;gamma_GeV;Fermi;(missed);;2016
G021.0-00.4;;gamma_TeV;HESS;(missed);;2018
G021.5-00.1;;X;ASCA;detected;?;2001
G021.5-00.1;;gamma_GeV;Fermi;(missed);;2016
G021.5-00.1;;gamma_TeV;HESS;(missed);;2011
G021.5-00.9;G21.5-0.9;X;ASCA;extended;?;
G021.5-00.9;G021.5-00.9;X;Chandra;extended;PSR + PWN, (partial) shell;2020
G021.5-00.9;;X;Einstein;extended;PWN?;1990
G021.5-00.9;;X;EXOSAT;detected;PWN?;1986
G021.5-00.9;1FGL J1833.5-1034, 2FGL J1833.6-1032, 3FGL J1833.5-1033, 3FHL J1833.6-1034;gamma_GeV;Fermi;detected;PSR;2017
G021.5-00.9;;X;Ginga;detected;PWN?;1990
G021.5-00.9;HESS J1833-105;gamma_TeV;HESS;detected;PSR + PWN, shell?;2018
G021.5-00.9;;X;Hitomi;detected;PWN;2020
G021.5-00.9;;X;INTEGRAL-X;detected;PSR + PWN;2009
G021.5-00.9;;X;NuSTAR;detected;PWN;2020
G021.5-00.9;;X;ROSAT;extended;?;2001
G021.5-00.9;;X;RXTE;(missed);;2009
G021.5-00.9;;X;Suzaku;extended;PWN, shell?;2022
G021.5-00.9;;X;Swift;(missed);;2009
G021.5-00.9;;X;XMM;extended;PWN?, dust scattering;2005
G021.8-00.6;;X;ASCA;detected;shell?;2003
G021.8-00.6;;X;Einstein;extended;?;1990
G021.8-00.6;;gamma_GeV;Fermi;(missed);;2018
G021.8-00.6;;gamma_TeV;HESS;(missed);;2011
G021.8-00.6;;X;ROSAT;extended;shell?;2003
G021.8-00.6;;X;Suzaku;extended;shell, CR+cloud?;2018
G021.8-00.6;;X;XMM;detected;ejecta fragments? unrelated cataclysmic variables?;2013
G021.9-00.1;;X;Chandra;(missed);;2013
G021.9-00.1;;gamma_GeV;Fermi;(missed);;2013
G021.9-00.1;2HWC J1831-098, 3HWC J1831-095;gamma_TeV;HAWC;detected;?;2020
G021.9-00.1;HESS J1831-098;gamma_TeV;HESS;extended;PWN?;2011
G022.7-00.2;;gamma_GeV;Fermi;detected;?;2016
G022.7-00.2;HESS J1832-093;gamma_TeV;HESS;extended;shock+cloud? PWN? binary?;2015
G022.7-00.2;;X;XMM;detected;PSR? binary?;2015
G023.3-00.3;G023.2-00.2, CXOU J183434.9-084443;X;Chandra;detected;PSR, PWN? or dust halo, magnetar;2013
G023.3-00.3;0FGL J1834.4-0841, 1FGL J1834.3-0842c, 2FGL J1834.3-0848, 3FGL J1834.5-0841, 2FHL J1834.5-0846e, FGES J1834.8-0848, 3FHL J1834.5-0846e;gamma_GeV;Fermi;extended;PWN or shock+cloud ?, PSR?;2017
G023.3-00.3;1HWC J1836-090c;gamma_TeV;HAWC;detected;?;2016
G023.3-00.3;HESS J1834-087;gamma_TeV;HESS;extended;PWN? or shell,shock+cloud?;2018
G023.3-00.3;;gamma_TeV;MAGIC;detected;?;2006
G023.3-00.3;;X;RXTE;detected;magnetar;2013
G023.3-00.3;Swift J1834.9-0846;X;Swift;detected;point sources, incl. magnetar;2013
G023.3-00.3;XMMU J183435.3-084443;X;XMM;extended;PSR? shock+cloud? MWN? or dust halo?;2016
G023.5+00.1;;X;ASCA;extended;?;2006
G023.5+00.1;;X;XMM;extended;bow shock PWN?;2012
G023.6+00.3;;gamma_GeV;Fermi;detected;?;2016
G023.6+00.3;;gamma_TeV;HESS;(missed);;2011
G024.7+00.6;;X;Einstein;extended;shell? (not included in catalogue);1990
G024.7+00.6;1FGL J1834.7-0709c, 2FGL J1834.7-0705c, 1FHL J1834.6-0703, 3FGL J1833.9-0711 and J1834.6-0659, FGES J1834.1-0706, 3FHL J1834.1-0706e;gamma_GeV;Fermi;extended;shell?;2018
G024.7+00.6;;gamma_TeV;HESS;(missed);;2011
G024.7+00.6;MAGIC J1835-069;gamma_TeV;MAGIC;extended;illuminated cloud?;2018
G024.7-00.6;;gamma_GeV;Fermi;detected;?;2016
G024.7-00.6;HESS J1837-069;gamma_TeV;HESS;detected;?;2011
G025.1-02.3;;gamma_TeV;HESS;(missed);;2018
G025.2+00.3;;gamma_GeV;AGILE;(missed);;2019
G025.2+00.3;AX J1838.0-065 and AX J1837.3-0652;X;ASCA;extended;PWN? or shell?;2003
G025.2+00.3;AX J1838.0-0655 and AX J1837.3-0652;X;Chandra;detected;PSR + PWN, other PWN?;2010
G025.2+00.3;1FGL J1837.5-0659c, 2FGL J1837.3-0700c and J1835.5-0649, 1FHL J1836.5-0655e, 3FGL J1836.5-0655e, 2FHL J1836.5-0655e, FGES J1836.5-0652 and J1839.0-0704, 3FHL J1836.5-0651e and J1838.9-0704e;gamma_GeV;Fermi;extended;PWN?, or SFR?;2017
G025.2+00.3;1HWC J1838-060 and J1836-074c, 2HWC J1837-065, 3HWC J1837-066;gamma_TeV;HAWC;detected;?;2020
G025.2+00.3;HESS J1837-069;gamma_TeV;HESS;extended;PWN;2018
G025.2+00.3;AX J1838.0-0655;X;INTEGRAL-X;detected;PWN? or shell?;2005
G025.2+00.3;;X;RXTE;detected;PSR;2009
G025.2+00.3;AX J1838.0-0655 and AX J1837.3-0652;X;Suzaku;detected;PSR;2009
G025.2+00.3;AX J1838.0-065 and AX J1837.3-0652;X;XMM;extended;PSR + PWN, other PWN?, other shell?, other unrelated sources;2012
G026.6-00.1;1AGLR J1839-0550, 2AGLJ 1839-0544;gamma_GeV;AGILE;detected;PSR?;2019
G026.6-00.1;ARGO J1839-0627;gamma_TeV;ARGO-YBJ;extended;?;2013
G026.6-00.1;;X;ASCA;extended;shell? or PWN?;2005
G026.6-00.1;3FGL J1838.9-0537, 2FHL J1840.9-0532e, FGES J1839.4-0554 and J1841.4-0514, 3FHL J1840.9-0532e;gamma_GeV;Fermi;extended;PSR, PWN?;2017
